loan_amnt,int_rate,annual_inc,dti,emp_length,open_acc,revol_util,pub_rec,delinq_2yrs,loan_status
12750.0,9.99,98792.0,9.17,10,12.0,55.0,0.0,0.0,0
15000.0,12.69,60000.0,21.1,0,16.0,54.3,1.0,0.0,0
7000.0,11.53,50000.0,32.31,8,28.0,62.1,0.0,5.0,0
5000.0,8.18,56000.0,6.56,10,11.0,21.4,0.0,0.0,0
22650.0,13.18,75000.0,12.72,0,11.0,46.7,2.0,2.0,1
20075.0,12.29,88000.0,14.09,3,13.0,35.8,0.0,0.0,0
7000.0,5.32,120000.0,20.03,5,10.0,58.4,0.0,0.0,0
6000.0,6.89,60000.0,27.62,8,12.0,55.5,0.0,0.0,0
23925.0,17.57,65000.0,29.43,10,10.0,61.7,0.0,1.0,0
4200.0,10.99,46600.0,34.1,10,9.0,46.0,0.0,0.0,0
19200.0,7.26,103000.0,8.4,10,7.0,61.7,0.0,0.0,0
6000.0,9.17,41000.0,24.77,10,12.0,65.8,0.0,1.0,0
10000.0,24.5,40000.0,11.65,10,6.0,38.4,0.0,0.0,1
18000.0,6.68,100000.0,23.6,3,10.0,58.8,0.0,0.0,0
15000.0,18.55,55000.0,37.42,7,14.0,76.8,1.0,0.0,0
13000.0,11.53,72000.0,30.2,10,17.0,39.6,0.0,0.0,0
7000.0,6.24,80000.0,24.36,8,26.0,38.3,0.0,0.0,0
25000.0,16.99,65000.0,23.08,1,16.0,43.1,0.0,1.0,0
35000.0,19.99,102000.0,13.42,8,10.0,64.2,1.0,0.0,0
15000.0,11.99,60000.0,23.54,0,8.0,52.4,0.0,0.0,0
10000.0,10.99,57000.0,10.16,10,10.0,73.5,0.0,0.0,0
16000.0,13.99,300000.0,17.53,5,18.0,49.8,0.0,0.0,0
32000.0,18.25,70000.0,36.45,2,10.0,65.6,0.0,0.0,0
9600.0,16.55,40000.0,16.29,3,10.0,52.6,1.0,0.0,0
15000.0,6.89,170000.0,18.06,2,13.0,34.7,0.0,0.0,0
12000.0,13.99,40000.0,18.09,10,7.0,65.8,0.0,1.0,0
12000.0,7.89,40000.0,23.01,3,20.0,43.9,0.0,0.0,0
12000.0,11.53,70000.0,10.09,2,5.0,35.3,0.0,0.0,0
7200.0,15.77,54000.0,33.56,4,25.0,44.0,0.0,0.0,0
12800.0,18.25,40000.0,15.3,10,16.0,45.9,1.0,0.0,1
9900.0,19.19,135000.0,7.96,10,9.0,52.5,1.0,1.0,1
15000.0,12.29,52000.0,14.84,10,9.0,35.7,0.0,0.0,0
15000.0,8.18,80000.0,16.52,10,11.0,67.3,0.0,1.0,0
24000.0,13.33,154000.0,10.83,3,11.0,61.1,2.0,0.0,1
8000.0,12.69,55000.0,16.6,10,11.0,55.7,0.0,0.0,1
3000.0,10.99,45000.0,35.44,0,16.0,4.5,0.0,1.0,0
6000.0,9.17,25000.0,18.72,2,27.0,35.1,0.0,0.0,0
21000.0,8.18,225000.0,6.06,5,7.0,72.1,0.0,0.0,0
24000.0,19.19,65000.0,12.08,9,9.0,19.9,1.0,0.0,0
18100.0,16.55,58000.0,26.11,9,11.0,54.9,0.0,2.0,0
12000.0,9.17,85000.0,22.02,10,5.0,46.6,0.0,0.0,0
13000.0,9.99,63700.0,20.2,0,10.0,36.1,0.0,1.0,0
10000.0,6.39,36000.0,16.33,0,12.0,30.1,0.0,0.0,0
13000.0,6.68,67000.0,9.93,10,9.0,26.6,0.0,0.0,0
8400.0,13.33,50000.0,32.0,7,10.0,46.3,1.0,0.0,0
8000.0,15.61,78000.0,20.2,4,12.0,68.9,1.0,0.0,0
8550.0,17.57,31500.0,24.65,7,15.0,68.0,0.0,0.0,0
9000.0,9.99,63000.0,9.1,10,8.0,31.7,0.0,0.0,0
24000.0,9.99,85000.0,20.77,10,16.0,54.5,0.0,0.0,1
3500.0,12.69,44000.0,21.06,2,18.0,4.7,1.0,0.0,0
21175.0,14.65,90888.0,20.56,10,16.0,61.0,0.0,0.0,0
25000.0,16.99,85000.0,6.25,10,10.0,81.0,2.0,1.0,1
35000.0,9.99,100000.0,26.46,10,18.0,83.5,0.0,0.0,0
30000.0,23.99,80000.0,27.05,10,26.0,21.1,0.0,0.0,0
13000.0,12.29,70000.0,1.8,5,3.0,51.6,0.0,0.0,0
11200.0,17.86,70000.0,30.02,8,15.0,50.8,0.0,0.0,0
7200.0,15.77,55000.0,17.35,0,24.0,69.0,1.0,0.0,0
6000.0,7.26,93000.0,10.42,3,7.0,22.0,0.0,0.0,0
22600.0,19.19,66500.0,20.09,8,9.0,8.4,0.0,0.0,1
7650.0,16.55,37500.0,4.03,10,3.0,54.4,0.0,0.0,0
11000.0,9.17,57000.0,15.05,10,4.0,98.9,0.0,0.0,0
26900.0,15.61,117000.0,26.28,10,15.0,67.7,0.0,0.0,0
5000.0,11.49,37000.0,15.28,3,7.0,47.8,0.0,0.0,0
10650.0,12.59,30000.0,3.16,1,4.0,29.2,2.0,0.0,0
18700.0,13.33,52000.0,30.23,10,23.0,34.7,0.0,0.0,0
10000.0,16.55,25000.0,19.54,8,8.0,26.3,0.0,0.0,0
8000.0,5.32,60000.0,9.71,0,13.0,2.9,0.0,0.0,0
14000.0,18.99,50000.0,18.7,2,6.0,100.0,0.0,0.0,0
20000.0,11.99,320000.0,26.27,10,26.0,72.0,0.0,0.0,0
2800.0,12.29,91000.0,15.02,10,8.0,75.4,0.0,1.0,0
9050.0,20.99,44900.0,14.89,10,12.0,15.4,0.0,0.0,1
15000.0,7.26,95000.0,8.68,10,13.0,46.9,0.0,0.0,0
35000.0,16.99,100000.0,16.34,9,19.0,25.9,0.0,3.0,0
5000.0,12.29,70000.0,19.73,0,11.0,22.1,0.0,1.0,1
5000.0,9.99,18000.0,8.6,1,2.0,69.3,0.0,0.0,0
10000.0,9.76,39000.0,14.46,0,12.0,35.7,0.0,0.0,0
13000.0,6.89,80000.0,15.41,10,23.0,62.0,2.0,0.0,0
7825.0,12.59,55000.0,13.29,6,11.0,43.1,1.0,2.0,0
20000.0,9.99,60000.0,5.76,4,6.0,45.0,0.0,0.0,0
11500.0,10.99,50000.0,8.5,3,11.0,31.7,0.0,1.0,0
28000.0,9.99,135000.0,14.12,10,17.0,17.8,0.0,3.0,0
28000.0,22.45,93000.0,17.73,8,14.0,33.5,0.0,0.0,0
12000.0,8.18,60000.0,20.36,2,28.0,41.5,0.0,0.0,0
5000.0,6.92,45000.0,24.72,10,10.0,19.0,0.0,1.0,0
12500.0,5.32,45000.0,26.05,10,7.0,39.2,0.0,0.0,0
17000.0,12.69,52800.0,19.18,10,9.0,81.1,0.0,0.0,0
13000.0,7.26,45000.0,15.79,3,12.0,32.6,0.0,0.0,0
14000.0,9.99,45000.0,18.61,0,18.0,73.7,0.0,0.0,0
15150.0,13.33,57000.0,13.58,7,7.0,35.0,1.0,0.0,0
26000.0,18.55,152250.0,18.58,0,11.0,80.3,0.0,0.0,1
16500.0,13.99,80000.0,6.2,5,6.0,25.8,0.0,3.0,0
10000.0,8.38,48000.0,15.8,2,7.0,51.7,0.0,0.0,1
7500.0,18.25,23000.0,26.74,3,10.0,39.2,0.0,0.0,0
14000.0,8.18,152000.0,11.03,3,28.0,37.9,0.0,0.0,1
6000.0,7.89,73500.0,22.28,3,14.0,69.7,0.0,0.0,1
15500.0,9.17,86900.0,8.3,4,7.0,80.7,0.0,0.0,0
16000.0,6.39,125000.0,12.29,10,8.0,31.1,0.0,0.0,0
12000.0,13.99,85000.0,15.93,5,7.0,58.8,0.0,0.0,1
10000.0,14.48,75000.0,24.22,7,22.0,62.4,0.0,0.0,1
1200.0,9.99,35000.0,20.61,10,8.0,27.1,0.0,1.0,0
12000.0,9.17,62000.0,10.98,10,7.0,53.1,0.0,0.0,0
4500.0,12.29,56000.0,20.21,4,16.0,49.1,3.0,0.0,1
10125.0,13.99,93000.0,34.71,10,21.0,38.7,0.0,1.0,0
11775.0,16.99,40000.0,26.7,10,10.0,84.3,0.0,1.0,1
10800.0,23.99,39000.0,26.52,10,14.0,38.7,2.0,0.0,1
15000.0,19.52,69000.0,22.42,9,16.0,82.0,0.0,0.0,1
10000.0,15.61,88000.0,12.97,5,6.0,97.2,0.0,0.0,1
28600.0,19.99,65000.0,18.21,2,9.0,35.0,0.0,1.0,1
12500.0,7.26,75000.0,22.05,10,10.0,68.8,1.0,0.0,0
5000.0,6.39,52000.0,9.9,8,5.0,23.1,0.0,0.0,0
26000.0,15.41,60000.0,12.0,0,9.0,75.9,0.0,0.0,0
35000.0,7.89,156000.0,14.44,10,19.0,65.6,0.0,0.0,0
15000.0,17.86,48000.0,28.08,6,12.0,68.3,1.0,0.0,1
7250.0,10.99,61526.4,18.08,3,6.0,98.1,0.0,0.0,0
8400.0,10.99,32000.0,25.36,1,12.0,24.8,0.0,0.0,0
10000.0,11.53,25000.0,16.75,8,5.0,77.1,1.0,0.0,0
11000.0,13.99,72000.0,15.13,0,7.0,66.1,0.0,0.0,0
7500.0,7.89,33000.0,27.2,10,14.0,37.3,0.0,0.0,0
27500.0,17.57,55000.0,16.96,10,7.0,95.0,0.0,1.0,0
11300.0,16.55,29000.0,22.39,10,12.0,36.0,0.0,0.0,0
2400.0,17.86,25000.0,10.32,10,5.0,26.3,0.0,0.0,1
10000.0,10.99,60000.0,22.8,10,27.0,45.3,0.0,1.0,0
16800.0,25.78,40000.0,6.24,5,4.0,0.0,0.0,0.0,1
12800.0,6.89,55000.0,12.41,2,5.0,0.6,0.0,0.0,0
20000.0,13.99,48000.0,22.05,10,6.0,92.5,0.0,0.0,1
4500.0,15.61,29000.0,16.98,5,14.0,28.8,0.0,0.0,1
21000.0,18.49,85000.0,16.96,10,9.0,56.1,0.0,0.0,0
30000.0,9.99,200000.0,6.22,10,6.0,68.0,0.0,2.0,0
22000.0,8.18,57000.0,15.81,10,12.0,19.1,0.0,0.0,0
10000.0,6.39,42429.0,14.14,5,12.0,57.8,0.0,0.0,0
1500.0,12.69,58000.0,27.44,10,7.0,18.0,1.0,7.0,0
14325.0,18.25,73000.0,22.65,10,7.0,36.8,0.0,0.0,0
15000.0,13.18,37440.0,33.27,0,22.0,60.2,0.0,0.0,0
15000.0,9.99,104000.0,29.53,10,19.0,47.5,0.0,0.0,0
23000.0,24.99,99000.0,28.2,10,14.0,85.6,0.0,2.0,1
4125.0,13.18,42000.0,23.43,3,11.0,24.0,0.0,1.0,1
15800.0,7.26,55000.0,15.17,1,13.0,44.9,0.0,1.0,0
15000.0,10.99,60000.0,20.3,10,12.0,10.7,0.0,1.0,0
2800.0,15.61,52000.0,22.16,3,11.0,62.4,0.0,0.0,0
10000.0,7.89,50000.0,12.43,10,3.0,97.0,0.0,0.0,0
15000.0,13.33,104000.0,4.3,1,6.0,3.4,0.0,0.0,1
8000.0,11.53,31000.0,30.82,8,12.0,50.3,1.0,0.0,0
14000.0,9.17,80000.0,9.72,5,15.0,18.4,0.0,0.0,0
17950.0,19.19,65000.0,27.22,10,8.0,42.6,0.0,0.0,1
5000.0,9.99,30000.0,24.32,1,7.0,41.6,0.0,0.0,0
1000.0,13.99,55000.0,25.77,3,10.0,80.6,0.0,0.0,0
9000.0,6.24,48000.0,20.65,10,8.0,56.7,0.0,0.0,0
18975.0,16.55,60000.0,15.68,2,8.0,26.8,0.0,6.0,0
12000.0,17.57,45000.0,21.12,2,7.0,50.9,0.0,0.0,1
3700.0,15.61,60000.0,28.88,10,14.0,100.2,0.0,1.0,0
28000.0,5.32,95000.0,12.47,10,16.0,7.0,0.0,0.0,0
2500.0,13.99,40000.0,18.76,0,10.0,19.2,0.0,0.0,1
19000.0,13.67,137000.0,39.63,10,15.0,73.6,0.0,0.0,0
15600.0,26.77,42000.0,15.91,9,10.0,7.0,2.0,0.0,0
15000.0,5.32,52340.0,22.04,4,19.0,16.9,0.0,0.0,0
22400.0,12.29,125000.0,9.96,10,10.0,74.2,0.0,1.0,0
16000.0,10.99,52000.0,16.87,0,4.0,57.1,0.0,0.0,0
5000.0,6.89,45000.0,18.5,10,9.0,15.9,0.0,0.0,0
10000.0,9.17,100000.0,2.68,4,15.0,16.1,0.0,3.0,0
5000.0,13.18,54000.0,24.4,10,6.0,64.6,0.0,0.0,0
24675.0,13.33,96500.0,34.26,10,22.0,62.9,0.0,0.0,0
7450.0,6.89,33000.0,33.45,0,14.0,32.9,0.0,0.0,0
6800.0,17.57,145000.0,12.07,6,12.0,59.0,0.0,0.0,0
9625.0,16.55,30000.0,15.76,8,6.0,80.6,0.0,0.0,0
20400.0,6.39,80000.0,26.55,0,18.0,54.2,0.0,1.0,0
9500.0,12.29,62000.0,20.77,10,19.0,70.2,6.0,0.0,0
30000.0,12.29,87000.0,16.14,3,13.0,91.0,0.0,1.0,0
5000.0,10.99,30000.0,24.06,8,5.0,43.0,1.0,0.0,0
16000.0,14.65,200000.0,6.42,2,7.0,50.2,0.0,0.0,0
4000.0,9.17,50000.0,7.01,10,14.0,23.4,1.0,0.0,0
11875.0,23.99,33000.0,18.18,5,6.0,55.3,0.0,0.0,1
27200.0,13.99,95000.0,10.71,0,8.0,70.6,0.0,0.0,1
15000.0,10.64,50000.0,21.44,10,10.0,73.4,0.0,0.0,0
14000.0,16.55,28000.0,22.07,6,9.0,25.2,1.0,0.0,0
35000.0,16.99,95000.0,26.62,1,12.0,72.0,0.0,1.0,0
1000.0,12.69,62000.0,29.89,10,16.0,80.6,0.0,0.0,1
15000.0,14.65,80000.0,18.96,10,21.0,78.2,0.0,1.0,0
8300.0,16.99,32500.0,26.99,10,11.0,57.0,0.0,0.0,1
1000.0,9.99,64000.0,18.0,10,18.0,31.9,0.0,0.0,0
12500.0,9.17,85000.0,34.29,10,9.0,52.1,0.0,0.0,1
5000.0,6.89,33000.0,3.64,5,4.0,9.6,0.0,0.0,0
20675.0,15.41,70000.0,20.56,10,9.0,26.8,0.0,0.0,1
12000.0,9.17,45000.0,31.47,2,13.0,81.2,0.0,1.0,0
19000.0,13.99,68000.0,22.98,2,8.0,72.6,0.0,0.0,0
10000.0,13.33,50000.0,4.27,10,13.0,10.7,0.0,0.0,1
14000.0,6.49,42000.0,19.17,10,9.0,21.2,0.0,0.0,0
12600.0,14.65,55000.0,16.78,10,5.0,93.1,0.0,0.0,1
28750.0,18.49,62500.0,19.35,5,13.0,57.0,0.0,0.0,0
8000.0,12.05,40000.0,12.03,0,5.0,69.9,0.0,0.0,0
14000.0,10.99,125000.0,17.73,2,17.0,37.4,0.0,0.0,0
8000.0,7.89,50000.0,34.06,4,8.0,82.5,0.0,0.0,0
2500.0,6.24,94000.0,24.68,10,10.0,56.5,0.0,0.0,0
19425.0,16.55,42241.0,29.65,2,13.0,68.3,0.0,0.0,0
1800.0,13.33,45000.0,30.35,10,12.0,63.3,1.0,0.0,0
20000.0,13.99,98000.0,29.22,3,17.0,77.9,0.0,1.0,0
30000.0,19.99,98000.0,21.06,3,13.0,90.0,0.0,2.0,0
8000.0,9.17,81000.0,18.24,2,14.0,61.0,0.0,0.0,0
8000.0,5.32,110000.0,7.39,3,8.0,19.1,0.0,0.0,0
20000.0,6.89,50000.0,14.67,0,19.0,81.1,0.0,0.0,1
12000.0,8.18,95000.0,3.49,0,4.0,69.0,0.0,0.0,0
20000.0,13.18,65000.0,21.64,10,11.0,83.9,0.0,0.0,0
30000.0,21.99,62000.0,5.09,10,4.0,49.8,0.0,0.0,0
10000.0,7.89,85000.0,12.89,5,7.0,43.7,0.0,0.0,0
28000.0,11.53,101000.0,29.59,10,9.0,91.7,0.0,3.0,1
18800.0,12.29,47000.0,14.22,0,5.0,54.6,0.0,0.0,0
12150.0,18.25,45000.0,28.05,10,10.0,83.3,0.0,0.0,0
15000.0,19.52,62000.0,28.42,5,9.0,38.0,0.0,1.0,0
5000.0,14.65,70000.0,5.06,0,10.0,20.8,0.0,0.0,0
15575.0,7.89,58638.0,12.12,0,9.0,52.5,0.0,1.0,0
15000.0,16.55,81000.0,13.57,10,11.0,66.3,1.0,0.0,0
6000.0,8.18,112673.0,7.7,7,10.0,62.9,0.0,0.0,0
5000.0,5.32,50000.0,5.57,10,17.0,8.1,0.0,2.0,0
2000.0,15.61,43000.0,21.96,0,6.0,54.7,0.0,0.0,1
5000.0,11.49,55000.0,24.37,1,7.0,72.6,0.0,0.0,0
15000.0,18.25,92500.0,10.21,2,13.0,20.2,3.0,2.0,0
24000.0,8.18,95000.0,23.5,2,13.0,61.9,0.0,1.0,0
12000.0,13.33,30000.0,18.16,3,17.0,39.2,0.0,0.0,1
10000.0,6.24,74000.0,16.66,2,6.0,50.8,0.0,0.0,0
18000.0,7.89,96168.0,15.2,10,12.0,48.9,0.0,0.0,0
12300.0,8.18,35000.0,30.42,9,7.0,34.7,0.0,0.0,0
35000.0,11.53,98400.0,26.65,10,19.0,39.3,0.0,0.0,1
5000.0,14.65,32000.0,25.21,3,11.0,0.0,0.0,8.0,1
30000.0,16.55,185000.0,6.42,10,5.0,84.0,3.0,0.0,1
17000.0,9.17,58868.0,23.51,6,16.0,38.1,0.0,0.0,0
10000.0,12.29,82000.0,14.93,10,9.0,29.9,0.0,0.0,0
15000.0,8.18,106000.0,8.24,10,16.0,63.1,2.0,1.0,0
10800.0,14.65,36000.0,18.17,7,13.0,65.8,0.0,2.0,1
5500.0,6.89,85000.0,11.27,7,5.0,50.5,0.0,0.0,0
30000.0,12.29,118000.0,10.5,10,7.0,56.3,0.0,0.0,0
10000.0,11.53,77213.0,16.55,2,8.0,92.7,0.0,0.0,0
12800.0,12.69,110000.0,15.72,0,12.0,90.6,0.0,0.0,0
4500.0,12.29,73000.0,17.28,10,9.0,76.4,0.0,1.0,0
5000.0,6.24,153000.0,12.41,7,17.0,74.6,0.0,0.0,0
21100.0,14.65,63000.0,30.29,6,11.0,71.4,0.0,0.0,0
3500.0,6.68,80000.0,16.05,4,9.0,28.7,0.0,2.0,0
7850.0,18.99,65000.0,22.08,1,11.0,90.0,0.0,0.0,0
15000.0,12.29,40000.0,12.75,8,9.0,42.3,0.0,1.0,0
28000.0,7.89,110000.0,27.22,10,17.0,62.9,0.0,0.0,0
10500.0,6.89,76000.0,12.28,10,26.0,2.4,0.0,0.0,0
28000.0,6.24,145000.0,10.54,10,13.0,50.9,0.0,0.0,0
16800.0,14.65,52000.0,20.96,2,7.0,40.0,1.0,2.0,0
9500.0,16.99,38000.0,38.09,10,19.0,56.5,0.0,0.0,1
12000.0,16.99,70000.0,25.95,10,19.0,43.4,0.0,1.0,0
15000.0,14.65,53000.0,21.06,5,12.0,12.3,0.0,2.0,0
20000.0,11.53,120000.0,9.85,4,9.0,38.2,1.0,0.0,0
25000.0,5.32,160000.0,17.12,10,24.0,20.8,0.0,0.0,0
12000.0,18.99,30000.0,33.28,3,9.0,83.3,0.0,1.0,0
12500.0,19.19,75000.0,9.2,2,7.0,11.2,1.0,0.0,0
21000.0,13.99,95000.0,9.97,10,15.0,35.4,0.0,1.0,0
10000.0,16.99,35000.0,30.69,2,14.0,60.9,0.0,0.0,0
14000.0,6.24,70000.0,14.02,4,8.0,74.1,0.0,1.0,0
12000.0,12.69,42000.0,27.19,3,11.0,41.9,0.0,0.0,0
6375.0,13.99,32000.0,16.84,8,1.0,60.8,0.0,0.0,0
19925.0,26.99,55400.0,19.41,3,12.0,68.5,0.0,0.0,0
5850.0,13.99,21500.0,39.75,8,16.0,20.2,0.0,0.0,0
15000.0,7.89,56000.0,11.44,8,5.0,4.2,0.0,0.0,0
15000.0,13.33,58600.0,31.11,2,24.0,47.8,0.0,0.0,1
4775.0,19.19,16000.0,32.63,5,11.0,14.6,0.0,1.0,0
28000.0,6.89,150000.0,16.38,10,12.0,48.7,0.0,0.0,1
13200.0,12.29,53000.0,19.18,10,5.0,89.4,0.0,0.0,0
6000.0,8.18,72000.0,17.83,0,13.0,23.6,0.0,0.0,0
6000.0,12.29,49450.0,15.58,10,9.0,59.6,1.0,0.0,1
12000.0,5.32,65000.0,7.89,1,10.0,32.6,0.0,0.0,0
8000.0,11.53,50000.0,12.84,5,8.0,82.2,0.0,1.0,0
7675.0,18.55,75000.0,3.7,10,11.0,49.0,0.0,0.0,0
5000.0,9.99,72000.0,6.17,8,6.0,44.0,0.0,1.0,0
10000.0,12.69,130000.0,20.47,10,7.0,80.4,0.0,0.0,1
6000.0,9.17,95000.0,11.95,3,3.0,21.9,0.0,0.0,1
2500.0,12.69,33000.0,19.49,10,14.0,45.0,1.0,0.0,0
25000.0,19.99,105000.0,30.87,10,24.0,20.3,0.0,2.0,1
28000.0,7.89,96000.0,17.54,5,7.0,44.3,0.0,0.0,0
15000.0,6.92,60000.0,21.28,10,11.0,60.3,0.0,0.0,0
24675.0,13.33,85000.0,33.64,9,21.0,45.9,0.0,0.0,1
5000.0,7.89,70000.0,21.4,3,16.0,7.0,0.0,0.0,0
15000.0,6.92,140000.0,16.2,8,15.0,30.2,0.0,0.0,0
25000.0,7.26,93000.0,29.73,6,19.0,70.3,0.0,0.0,0
10150.0,13.99,132000.0,34.35,10,5.0,60.8,0.0,5.0,0
13025.0,16.99,71300.0,28.55,5,12.0,17.7,0.0,0.0,1
35000.0,18.55,75000.0,20.0,8,8.0,41.8,0.0,0.0,1
9100.0,7.49,68000.0,19.31,0,10.0,40.2,0.0,0.0,0
25200.0,19.99,63000.0,5.18,10,12.0,37.9,2.0,3.0,0
10000.0,11.53,36000.0,14.9,2,3.0,84.2,0.0,0.0,0
18000.0,16.55,50000.0,29.74,2,18.0,44.3,0.0,0.0,0
10000.0,14.33,45000.0,31.23,10,20.0,55.3,1.0,0.0,1
7000.0,12.29,23000.0,37.63,3,8.0,24.3,0.0,3.0,0
1000.0,14.65,175000.0,17.76,1,15.0,89.9,0.0,0.0,1
10800.0,12.59,50000.0,11.91,3,6.0,71.4,1.0,0.0,1
13175.0,17.86,105000.0,24.57,10,16.0,26.1,0.0,2.0,0
20000.0,12.69,90000.0,18.07,1,17.0,59.6,0.0,0.0,0
20400.0,7.89,89000.0,15.49,10,13.0,44.1,0.0,0.0,0
16000.0,12.29,55000.0,11.56,10,6.0,59.8,0.0,0.0,0
13825.0,16.99,47400.0,38.73,1,7.0,95.3,0.0,0.0,0
10000.0,14.65,117000.0,7.85,0,4.0,86.0,1.0,2.0,0
6000.0,13.18,40000.0,34.8,6,15.0,20.6,3.0,0.0,0
10000.0,15.61,58000.0,10.99,5,6.0,14.5,0.0,1.0,0
35000.0,9.17,250000.0,8.64,3,13.0,76.0,0.0,0.0,0
11700.0,6.89,68000.0,12.53,10,9.0,92.0,0.0,1.0,0
19425.0,16.99,57012.0,26.13,9,12.0,83.5,0.0,0.0,0
6000.0,5.32,63000.0,17.52,3,10.0,5.6,0.0,0.0,0
12000.0,12.29,65000.0,33.29,10,16.0,48.6,0.0,0.0,0
24000.0,8.38,65000.0,23.25,10,7.0,15.6,0.0,0.0,1
16000.0,20.99,40000.0,27.83,7,18.0,55.9,1.0,0.0,1
18000.0,10.64,110000.0,9.48,1,18.0,15.1,1.0,0.0,1
35000.0,16.99,91000.0,10.38,3,9.0,15.3,0.0,0.0,0
35000.0,20.99,150000.0,12.22,10,14.0,67.0,0.0,0.0,1
16000.0,16.55,45000.0,33.41,2,17.0,55.2,0.0,0.0,1
8000.0,8.18,30000.0,19.13,0,9.0,39.9,0.0,1.0,1
5500.0,16.55,70000.0,9.84,1,8.0,55.6,1.0,0.0,0
7000.0,10.64,41300.0,11.97,10,9.0,23.8,1.0,0.0,0
21000.0,17.57,60000.0,13.12,6,9.0,70.8,0.0,0.0,1
21000.0,12.29,80000.0,17.25,3,13.0,63.7,0.0,0.0,0
16125.0,12.69,50000.0,14.07,1,13.0,5.5,0.0,0.0,0
7500.0,9.76,52000.0,14.54,1,14.0,26.2,1.0,1.0,0
10000.0,12.05,35000.0,27.13,1,8.0,53.1,0.0,1.0,0
7200.0,8.18,47000.0,14.38,4,6.0,96.7,0.0,1.0,0
5000.0,12.29,42000.0,26.8,6,13.0,8.9,0.0,0.0,0
18000.0,11.22,67000.0,7.86,10,13.0,40.9,0.0,0.0,0
6300.0,9.17,25500.0,27.67,3,3.0,93.0,0.0,0.0,0
8875.0,9.76,66000.0,29.45,10,10.0,70.3,1.0,0.0,0
23575.0,9.76,74900.0,21.55,10,18.0,73.5,0.0,0.0,0
6350.0,16.99,50000.0,13.8,2,13.0,50.9,0.0,0.0,1
8400.0,11.53,49000.0,19.54,3,18.0,19.1,0.0,0.0,0
3500.0,6.68,60000.0,15.68,6,19.0,16.0,0.0,0.0,0
28000.0,6.24,153000.0,10.72,10,10.0,62.8,0.0,0.0,0
30000.0,19.19,78600.0,28.27,10,28.0,49.6,0.0,0.0,0
22350.0,18.55,58000.0,20.79,10,13.0,48.9,0.0,0.0,1
6000.0,7.89,95000.0,4.6,6,16.0,30.3,2.0,0.0,0
15450.0,21.99,31165.0,19.18,10,8.0,78.0,0.0,0.0,0
31000.0,12.69,129000.0,34.0,10,15.0,60.3,0.0,0.0,0
13850.0,13.99,55000.0,33.08,10,12.0,52.3,0.0,1.0,0
14900.0,12.29,90000.0,4.21,3,7.0,76.8,0.0,0.0,0
12500.0,5.32,90000.0,4.96,1,7.0,37.8,0.0,0.0,0
25000.0,8.18,65000.0,27.68,5,20.0,54.7,0.0,0.0,0
13000.0,6.89,50000.0,27.84,7,17.0,58.2,0.0,0.0,0
4800.0,14.65,65000.0,37.68,10,25.0,89.6,0.0,0.0,0
25575.0,9.17,391000.0,20.39,6,16.0,67.6,0.0,0.0,0
18175.0,18.2,36374.0,31.84,1,8.0,33.6,0.0,0.0,0
35000.0,21.99,118000.0,20.15,10,17.0,60.3,0.0,1.0,1
18000.0,10.99,40000.0,38.71,4,11.0,36.4,0.0,0.0,1
11000.0,12.69,97000.0,13.96,4,7.0,39.0,0.0,0.0,0
15000.0,5.32,50000.0,21.92,10,13.0,13.4,0.0,0.0,0
20575.0,19.19,50000.0,32.87,4,23.0,55.2,0.0,0.0,1
15000.0,15.41,74000.0,24.52,4,13.0,58.2,0.0,0.0,0
1400.0,13.33,29965.0,33.0,8,9.0,40.2,0.0,0.0,0
35000.0,13.18,700000.0,6.23,7,23.0,16.1,0.0,3.0,0
25000.0,6.89,102000.0,1.0,10,10.0,3.7,0.0,0.0,0
11200.0,9.17,32000.0,21.76,7,9.0,28.6,0.0,0.0,0
24000.0,9.76,83000.0,7.07,10,6.0,9.1,0.0,0.0,1
6000.0,12.69,48572.0,13.91,0,8.0,96.2,0.0,0.0,0
9125.0,18.55,60000.0,25.36,7,9.0,95.8,0.0,0.0,0
24800.0,12.29,56500.0,26.32,2,13.0,57.7,0.0,0.0,0
3000.0,12.29,80000.0,10.43,10,11.0,31.0,1.0,0.0,0
10000.0,17.86,30000.0,21.4,4,8.0,44.3,0.0,0.0,1
29000.0,12.29,150000.0,12.9,4,13.0,80.7,0.0,1.0,0
12000.0,12.69,70000.0,17.68,10,5.0,68.9,0.0,2.0,0
6700.0,7.49,75000.0,24.31,10,19.0,34.1,0.0,1.0,0
6000.0,10.99,100000.0,18.94,3,8.0,44.5,0.0,0.0,0
22000.0,12.69,55000.0,26.49,4,19.0,20.7,1.0,0.0,1
11000.0,14.65,60000.0,30.06,1,10.0,78.1,0.0,1.0,1
25000.0,5.32,250000.0,13.99,2,20.0,35.7,0.0,0.0,0
11550.0,12.69,34000.0,18.96,1,14.0,84.0,0.0,0.0,0
35000.0,15.61,210000.0,26.4,6,23.0,76.2,0.0,0.0,1
25000.0,12.59,115000.0,15.68,5,10.0,76.5,0.0,0.0,0
7000.0,9.17,89000.0,20.38,2,16.0,29.5,0.0,0.0,0
28600.0,18.55,65000.0,34.92,10,21.0,72.8,0.0,0.0,1
8400.0,8.18,80000.0,25.76,3,10.0,53.0,1.0,0.0,0
